Order_ID,Product_ID,Quantity,Discount
ORD03699,PROD0095,4,0.27
ORD02526,PROD0160,1,0.11
ORD04835,PROD0174,3,0.11
ORD03483,PROD0045,2,0.08
ORD00872,PROD0036,3,0.14
ORD00023,PROD0029,1,0.17
ORD00971,PROD0132,1,0.01
ORD00219,PROD0189,4,0.17
ORD00823,PROD0116,4,0.08
ORD00738,PROD0126,2,0.13
ORD00350,PROD0140,1,0.16
ORD03001,PROD0115,1,0.04
ORD00250,PROD0185,1,0.29
ORD00499,PROD0119,1,0.06
ORD00348,PROD0105,4,0.03
ORD00442,PROD0119,2,0.1
ORD00392,PROD0074,3,0.29
ORD02258,PROD0126,3,0.06
ORD03282,PROD0045,1,0.21
ORD00204,PROD0005,5,0.13
ORD02859,PROD0137,5,0.2
ORD03661,PROD0110,4,0.18
ORD04065,PROD0008,2,0.04
ORD00045,PROD0086,2,0.3
ORD01642,PROD0156,4,0.05
ORD03601,PROD0066,4,0.27
ORD03579,PROD0039,1,0.11
ORD00525,PROD0135,2,0.25
ORD03892,PROD0005,1,0.02
ORD02180,PROD0104,4,0.13
ORD02545,PROD0085,5,0.01
ORD00556,PROD0030,1,0.13
ORD03979,PROD0171,4,0.04
ORD02067,PROD0010,1,0.22
ORD02152,PROD0150,2,0.16
ORD04523,PROD0018,5,0.23
ORD02209,PROD0147,1,0.09
ORD00539,PROD0082,2,0.01
ORD04988,PROD0129,1,0.24
ORD02439,PROD0166,5,0.25
ORD03236,PROD0156,5,0.3
ORD01833,PROD0166,1,0.06
ORD04836,PROD0113,1,0.24
ORD03132,PROD0155,5,0.22
ORD00837,PROD0106,4,0.29
ORD01217,PROD0056,4,0.09
ORD00403,PROD0125,4,0.17
ORD02034,PROD0060,2,0.23
ORD03580,PROD0047,2,0.22
ORD04223,PROD0172,5,0.18
ORD04775,PROD0146,1,0.3
ORD03655,PROD0004,1,0.21
ORD02164,PROD0043,4,0.25
ORD01144,PROD0007,2,0.14
ORD04224,PROD0118,5,0.25
ORD00866,PROD0023,4,0.02
ORD01298,PROD0170,1,0.19
ORD02126,PROD0025,5,0.28
ORD00686,PROD0061,3,0.21
ORD04683,PROD0132,5,0.15
ORD04790,PROD0115,2,0.27
ORD00685,PROD0114,1,0.22
ORD04404,PROD0129,5,0.29
ORD04164,PROD0008,1,0.29
ORD03269,PROD0067,3,0.16
ORD01317,PROD0195,1,0.14
ORD02917,PROD0134,5,0.22
ORD01910,PROD0147,4,0.29
ORD03063,PROD0113,1,0.16
ORD00506,PROD0007,3,0.16
ORD03431,PROD0122,3,0.14
ORD00768,PROD0047,2,0.11
ORD00698,PROD0077,5,0.12
ORD00689,PROD0041,5,0.27
ORD04837,PROD0070,2,0.18
ORD03470,PROD0144,5,0.05
ORD03213,PROD0149,4,0.2
ORD00410,PROD0069,1,0.18
ORD01879,PROD0183,1,0.08
ORD00725,PROD0149,4,0.03
ORD03500,PROD0012,4,0.27
ORD02033,PROD0046,4,0.09
ORD04532,PROD0143,2,0.1
ORD03092,PROD0091,1,0.23
ORD03771,PROD0149,4,0.05
ORD00371,PROD0155,4,0.21
ORD02319,PROD0157,4,0.12
ORD02037,PROD0185,3,0.28
ORD03517,PROD0007,3,0.14
ORD02560,PROD0039,1,0.13
ORD01253,PROD0144,3,0.03
ORD01167,PROD0041,3,0.17
ORD01992,PROD0162,4,0.08
ORD04479,PROD0033,1,0.15
ORD04702,PROD0200,2,0.08
ORD03278,PROD0137,5,0.07
ORD00337,PROD0112,2,0.3
ORD03238,PROD0123,2,0.3
ORD04319,PROD0114,5,0.17
ORD03481,PROD0006,5,0.25
ORD00731,PROD0077,1,0.06
ORD00926,PROD0151,2,0.11
ORD04913,PROD0164,2,0.3
ORD01676,PROD0183,4,0.03
ORD01748,PROD0122,4,0.27
ORD02800,PROD0048,2,0.01
ORD02085,PROD0083,5,0.15
ORD03282,PROD0086,1,0.27
ORD02952,PROD0072,3,0.15
ORD02148,PROD0032,5,0.03
ORD02605,PROD0167,1,0.26
ORD02369,PROD0071,1,0.24
ORD03412,PROD0103,1,0.14
ORD03967,PROD0192,1,0.23
ORD01039,PROD0180,3,0.18
ORD04696,PROD0193,5,0.19
ORD04479,PROD0139,1,0.26
ORD03783,PROD0142,2,0.03
ORD00653,PROD0114,3,0.12
ORD00857,PROD0058,3,0.19
ORD03232,PROD0161,4,0.28
ORD04473,PROD0109,5,0.2
ORD02040,PROD0179,5,0.12
ORD04502,PROD0113,3,0.28
ORD03123,PROD0146,3,0.21
ORD00740,PROD0084,3,0.18
ORD02569,PROD0169,1,0.03
ORD01105,PROD0185,5,0.2
ORD00480,PROD0176,4,0.3
ORD02019,PROD0179,4,0.27
ORD00365,PROD0090,1,0.02
ORD00644,PROD0109,1,0.07
ORD04883,PROD0138,5,0.24
ORD01697,PROD0108,3,0.07
ORD01031,PROD0026,5,0.17
ORD02685,PROD0096,5,0.02
ORD03978,PROD0002,1,0.01
ORD04690,PROD0078,2,0.09
ORD04755,PROD0065,2,0.01
ORD03083,PROD0097,3,0.24
ORD04561,PROD0158,4,0.13
ORD03363,PROD0013,3,0.24
ORD02148,PROD0042,1,0.25
ORD02546,PROD0081,4,0.26
ORD04015,PROD0194,4,0.1
ORD00240,PROD0147,4,0.23
ORD02528,PROD0197,3,0.29
ORD01576,PROD0130,5,0.01
ORD01072,PROD0063,3,0.08
ORD03314,PROD0098,2,0.26
ORD01510,PROD0198,4,0.1
ORD02370,PROD0014,1,0.12
ORD02737,PROD0155,5,0.1
ORD00440,PROD0003,4,0.05
ORD01530,PROD0031,2,0.05
ORD01484,PROD0196,4,0.13
ORD03919,PROD0178,4,0.09
ORD01101,PROD0196,3,0.18
ORD03197,PROD0008,1,0.02
ORD02302,PROD0182,1,0.03
ORD04124,PROD0065,5,0.24
ORD03181,PROD0016,1,0.23
ORD04398,PROD0004,1,0.14
ORD04230,PROD0102,4,0.21
ORD04578,PROD0033,2,0.26
ORD01417,PROD0148,5,0.26
ORD02936,PROD0114,1,0.28
ORD02239,PROD0115,2,0.3
ORD03347,PROD0068,2,0.19
ORD03482,PROD0020,2,0.22
ORD01349,PROD0014,2,0.16
ORD01875,PROD0189,4,0.1
ORD03524,PROD0089,5,0.22
ORD04361,PROD0013,4,0.17
ORD01383,PROD0095,3,0.28
ORD01433,PROD0080,2,0.04
ORD04567,PROD0178,2,0.15
ORD02075,PROD0093,3,0.01
ORD03517,PROD0066,3,0.2
ORD02337,PROD0167,4,0.1
ORD01194,PROD0051,1,0.03
ORD01586,PROD0040,4,0.09
ORD04402,PROD0158,4,0.2
ORD00696,PROD0116,4,0.27
ORD03262,PROD0196,2,0.07
ORD02405,PROD0166,2,0.15
ORD00252,PROD0050,5,0.16
ORD01391,PROD0019,4,0.11
ORD00104,PROD0168,5,0.02
ORD00552,PROD0156,4,0.29
ORD00342,PROD0066,3,0.21
ORD01593,PROD0009,4,0.18
ORD01881,PROD0084,5,0.15
ORD01187,PROD0069,5,0.27
ORD02712,PROD0059,3,0.0
ORD00851,PROD0132,1,0.21
ORD03247,PROD0113,4,0.15
ORD04213,PROD0018,4,0.1
ORD01412,PROD0072,3,0.08
ORD02945,PROD0067,3,0.13
ORD04356,PROD0054,5,0.26
ORD00541,PROD0122,5,0.19
ORD03690,PROD0181,5,0.03
ORD02626,PROD0062,5,0.04
ORD04397,PROD0117,5,0.15
ORD02093,PROD0138,4,0.24
ORD04653,PROD0149,4,0.3
ORD04323,PROD0132,2,0.27
ORD04906,PROD0016,3,0.3
ORD02577,PROD0124,5,0.21
ORD03927,PROD0027,3,0.25
ORD01127,PROD0065,4,0.07
ORD00734,PROD0187,5,0.16
ORD03124,PROD0182,3,0.05
ORD01083,PROD0053,5,0.19
ORD04853,PROD0116,2,0.16
ORD01952,PROD0146,1,0.05
ORD00924,PROD0166,5,0.15
ORD03211,PROD0041,5,0.06
ORD01413,PROD0133,5,0.28
ORD04736,PROD0143,2,0.05
ORD00993,PROD0012,1,0.0
ORD01885,PROD0045,1,0.0
ORD04277,PROD0099,4,0.13
ORD00939,PROD0012,1,0.15
ORD04890,PROD0172,5,0.28
ORD03940,PROD0184,4,0.04
ORD04488,PROD0022,3,0.06
ORD03144,PROD0024,3,0.02
ORD01928,PROD0142,3,0.28
ORD01999,PROD0165,1,0.18
ORD00389,PROD0124,3,0.13
ORD04509,PROD0165,2,0.06
ORD02535,PROD0105,5,0.09
ORD00801,PROD0009,1,0.06
ORD00139,PROD0118,4,0.27
ORD00029,PROD0095,3,0.28
ORD04820,PROD0098,4,0.25
ORD02715,PROD0006,1,0.13
ORD03195,PROD0109,3,0.03
ORD00107,PROD0166,4,0.27
ORD02451,PROD0023,1,0.21
ORD01842,PROD0073,1,0.24
ORD04438,PROD0083,1,0.12
ORD04846,PROD0069,5,0.14
ORD04283,PROD0158,1,0.11
ORD04602,PROD0195,2,0.13
ORD04492,PROD0052,3,0.17
ORD03096,PROD0137,5,0.17
ORD03320,PROD0041,4,0.18
ORD00127,PROD0136,2,0.16
ORD04572,PROD0143,5,0.27
ORD04635,PROD0031,4,0.16
ORD03976,PROD0158,1,0.11
ORD03040,PROD0152,4,0.05
ORD03716,PROD0020,5,0.14
ORD03089,PROD0006,5,0.07
ORD00183,PROD0023,2,0.13
ORD02937,PROD0117,5,0.17
ORD01531,PROD0098,1,0.09
ORD00645,PROD0142,1,0.23
ORD04683,PROD0095,2,0.28
ORD03777,PROD0093,3,0.15
ORD00965,PROD0118,4,0.14
ORD00740,PROD0172,2,0.15
ORD03155,PROD0155,2,0.24
ORD00792,PROD0139,5,0.04
ORD00753,PROD0156,5,0.12
ORD01129,PROD0112,3,0.05
ORD01155,PROD0155,4,0.1
ORD04814,PROD0020,4,0.02
ORD02166,PROD0185,3,0.08
ORD01081,PROD0027,5,0.1
ORD02406,PROD0096,4,0.25
ORD00372,PROD0082,4,0.23
ORD01036,PROD0001,5,0.04
ORD03008,PROD0128,1,0.21
ORD00148,PROD0188,1,0.02
ORD03272,PROD0057,3,0.12
ORD00433,PROD0118,2,0.06
ORD01115,PROD0072,4,0.3
ORD04122,PROD0042,5,0.18
ORD02294,PROD0002,1,0.03
ORD04262,PROD0167,5,0.05
ORD02145,PROD0184,4,0.07
ORD01117,PROD0108,1,0.12
ORD04443,PROD0198,3,0.0
ORD00540,PROD0016,3,0.28
ORD00484,PROD0024,1,0.17
ORD00009,PROD0157,2,0.25
ORD00895,PROD0169,1,0.09
ORD03502,PROD0021,1,0.22
ORD01863,PROD0113,1,0.25
ORD01116,PROD0052,1,0.01
ORD00581,PROD0111,5,0.09
ORD00121,PROD0002,4,0.08
ORD00710,PROD0130,5,0.24
ORD04603,PROD0183,3,0.21
ORD01860,PROD0166,2,0.24
ORD04276,PROD0120,4,0.18
ORD04695,PROD0055,4,0.1
ORD04876,PROD0066,3,0.29
ORD00947,PROD0106,1,0.29
ORD04217,PROD0037,4,0.06
ORD02547,PROD0138,1,0.06
ORD00580,PROD0010,3,0.1
ORD01260,PROD0091,5,0.2
ORD03304,PROD0057,2,0.02
ORD02432,PROD0055,3,0.13
ORD04293,PROD0196,2,0.1
ORD01241,PROD0108,5,0.02
ORD02237,PROD0140,4,0.01
ORD03517,PROD0115,2,0.18
ORD01795,PROD0184,3,0.27
ORD04440,PROD0129,2,0.16
ORD01449,PROD0082,2,0.11
ORD02441,PROD0104,2,0.16
ORD02711,PROD0086,1,0.13
ORD03640,PROD0071,1,0.12
ORD03679,PROD0159,3,0.11
ORD02984,PROD0102,2,0.06
ORD01498,PROD0187,1,0.18
ORD04431,PROD0086,3,0.03
ORD04042,PROD0162,3,0.22
ORD04916,PROD0027,2,0.03
ORD00683,PROD0026,4,0.23
ORD03178,PROD0025,5,0.3
ORD00157,PROD0037,3,0.24
ORD03647,PROD0175,4,0.02
ORD01452,PROD0044,1,0.12
ORD03039,PROD0060,3,0.25
ORD02196,PROD0179,1,0.2
ORD00006,PROD0022,2,0.05
ORD02571,PROD0145,3,0.26
ORD00488,PROD0003,2,0.26
ORD00416,PROD0021,3,0.03
ORD01758,PROD0185,2,0.27
ORD02843,PROD0168,5,0.08
ORD02784,PROD0009,4,0.08
ORD04034,PROD0026,4,0.21
ORD01058,PROD0119,5,0.17
ORD02899,PROD0182,5,0.2
ORD00230,PROD0060,1,0.01
ORD03217,PROD0074,5,0.06
ORD02491,PROD0198,1,0.06
ORD04743,PROD0031,1,0.08
ORD01033,PROD0009,2,0.13
ORD04150,PROD0157,3,0.02
ORD04447,PROD0077,5,0.27
ORD01814,PROD0168,3,0.26
ORD01428,PROD0140,3,0.1
ORD01996,PROD0096,5,0.1
ORD00375,PROD0093,4,0.02
ORD00486,PROD0105,4,0.17
ORD04732,PROD0004,1,0.12
ORD03511,PROD0141,1,0.02
ORD03170,PROD0184,4,0.14
ORD00362,PROD0200,2,0.3
ORD04104,PROD0069,2,0.21
ORD01785,PROD0170,2,0.17
ORD02368,PROD0079,5,0.21
ORD03072,PROD0058,1,0.0
ORD04021,PROD0118,4,0.23
ORD01288,PROD0086,3,0.0
ORD01317,PROD0163,3,0.25
ORD00598,PROD0127,2,0.3
ORD02565,PROD0066,2,0.27
ORD01505,PROD0074,1,0.14
ORD02088,PROD0048,5,0.02
ORD01531,PROD0170,5,0.21
ORD01225,PROD0057,2,0.09
ORD00781,PROD0018,1,0.22
ORD00262,PROD0147,1,0.19
ORD03456,PROD0174,1,0.11
ORD00047,PROD0164,5,0.17
ORD03392,PROD0131,3,0.07
ORD01241,PROD0030,1,0.12
ORD03638,PROD0057,2,0.18
ORD00054,PROD0073,3,0.29
ORD03740,PROD0086,5,0.17
ORD04449,PROD0116,3,0.26
ORD01525,PROD0023,2,0.18
ORD04863,PROD0198,4,0.09
ORD03238,PROD0012,2,0.29
ORD01969,PROD0108,2,0.24
ORD01159,PROD0118,3,0.11
ORD01529,PROD0020,3,0.14
ORD03796,PROD0007,5,0.04
ORD03645,PROD0030,1,0.24
ORD01328,PROD0058,5,0.0
ORD01549,PROD0111,2,0.03
ORD04981,PROD0186,2,0.02
ORD04297,PROD0032,5,0.17
ORD04005,PROD0186,1,0.21
ORD04633,PROD0025,4,0.03
ORD00919,PROD0129,4,0.06
ORD03043,PROD0086,5,0.17
ORD04822,PROD0081,5,0.22
ORD03854,PROD0043,1,0.11
ORD04234,PROD0012,1,0.23
ORD02783,PROD0061,4,0.16
ORD04947,PROD0056,1,0.16
ORD03076,PROD0156,2,0.15
ORD04767,PROD0123,2,0.24
ORD02262,PROD0085,3,0.26
ORD00787,PROD0132,2,0.05
ORD03906,PROD0042,1,0.02
ORD04516,PROD0055,5,0.09
ORD01045,PROD0161,2,0.04
ORD01274,PROD0016,3,0.03
ORD02284,PROD0125,3,0.2
ORD01079,PROD0192,5,0.22
ORD00541,PROD0108,3,0.17
ORD01608,PROD0180,1,0.2
ORD00107,PROD0033,1,0.19
ORD00416,PROD0071,2,0.07
ORD01075,PROD0034,4,0.15
ORD01042,PROD0179,1,0.07
ORD01589,PROD0011,2,0.15
ORD03424,PROD0086,1,0.12
ORD03243,PROD0051,1,0.2
ORD00471,PROD0089,5,0.07
ORD03605,PROD0117,4,0.11
ORD04789,PROD0025,5,0.16
ORD01082,PROD0197,1,0.21
ORD01327,PROD0154,1,0.12
ORD00607,PROD0121,3,0.11
ORD04982,PROD0011,2,0.17
ORD04350,PROD0056,1,0.28
ORD00239,PROD0068,2,0.25
ORD04434,PROD0071,1,0.19
ORD03211,PROD0042,2,0.17
ORD01664,PROD0031,4,0.15
ORD04105,PROD0015,3,0.12
ORD03020,PROD0107,4,0.14
ORD00333,PROD0099,2,0.21
ORD01254,PROD0022,5,0.15
ORD03226,PROD0093,3,0.02
ORD04762,PROD0074,3,0.09
ORD00297,PROD0113,4,0.12
ORD01609,PROD0176,3,0.18
ORD01545,PROD0184,2,0.17
ORD02817,PROD0003,3,0.19
ORD03088,PROD0043,4,0.06
ORD01384,PROD0099,2,0.13
ORD00963,PROD0023,3,0.29
ORD02095,PROD0056,4,0.2
ORD02815,PROD0168,5,0.21
ORD02184,PROD0173,2,0.03
ORD04217,PROD0132,1,0.16
ORD04039,PROD0153,5,0.03
ORD03339,PROD0038,2,0.22
ORD00694,PROD0169,5,0.17
ORD03116,PROD0068,2,0.06
ORD02776,PROD0062,2,0.22
ORD02308,PROD0118,2,0.27
ORD00472,PROD0094,5,0.07
ORD02012,PROD0067,2,0.28
ORD00285,PROD0177,2,0.02
ORD02997,PROD0172,5,0.15
ORD00230,PROD0096,3,0.11
ORD03825,PROD0200,4,0.27
ORD04618,PROD0173,3,0.15
ORD03716,PROD0103,5,0.21
ORD02198,PROD0185,3,0.28
ORD02954,PROD0062,4,0.11
ORD03869,PROD0070,4,0.12
ORD04872,PROD0199,5,0.11
ORD00521,PROD0111,2,0.27
ORD01037,PROD0021,2,0.1
ORD03031,PROD0006,5,0.21
ORD00065,PROD0147,3,0.28
ORD02510,PROD0131,1,0.24
ORD01519,PROD0195,4,0.18
ORD02647,PROD0096,5,0.11
ORD02475,PROD0115,2,0.03
ORD01963,PROD0004,4,0.26
ORD02263,PROD0035,2,0.11
ORD04822,PROD0031,3,0.05
ORD01004,PROD0074,1,0.3
ORD02170,PROD0167,5,0.18
ORD02031,PROD0041,4,0.24
ORD02466,PROD0199,3,0.27
ORD01749,PROD0184,1,0.14
ORD03381,PROD0057,4,0.07
ORD00149,PROD0008,5,0.19
ORD01000,PROD0127,5,0.25
ORD01369,PROD0037,1,0.02
ORD04498,PROD0115,1,0.27
ORD04563,PROD0072,3,0.05
ORD02972,PROD0169,3,0.22
ORD01444,PROD0111,5,0.24
ORD02128,PROD0069,4,0.01
ORD04074,PROD0050,2,0.26
ORD00208,PROD0178,5,0.12
ORD02798,PROD0190,2,0.07
ORD03644,PROD0119,4,0.04
ORD03523,PROD0103,3,0.12
ORD01598,PROD0120,1,0.03
ORD00508,PROD0166,1,0.28
ORD02926,PROD0040,4,0.28
ORD00516,PROD0007,3,0.1
ORD04253,PROD0169,1,0.01
ORD01246,PROD0124,2,0.22
ORD00539,PROD0080,2,0.1
ORD01597,PROD0031,4,0.01
ORD02467,PROD0059,5,0.21
ORD01012,PROD0197,2,0.23
ORD04335,PROD0161,1,0.15
ORD01348,PROD0009,2,0.04
ORD03098,PROD0160,3,0.11
ORD01263,PROD0133,4,0.05
ORD00220,PROD0154,2,0.17
ORD03971,PROD0064,3,0.04
ORD03060,PROD0158,3,0.25
ORD01747,PROD0061,2,0.05
ORD03627,PROD0059,5,0.06
ORD04278,PROD0155,5,0.05
ORD02354,PROD0094,4,0.21
ORD01820,PROD0091,2,0.04
ORD03468,PROD0110,1,0.15
ORD00285,PROD0121,4,0.03
ORD00402,PROD0142,4,0.01
ORD01536,PROD0100,5,0.15
ORD00990,PROD0196,5,0.24
ORD01638,PROD0098,1,0.03
ORD04026,PROD0032,2,0.12
ORD02902,PROD0166,5,0.07
ORD04574,PROD0174,5,0.19
ORD01499,PROD0181,1,0.29
ORD04039,PROD0171,4,0.28
ORD02148,PROD0137,3,0.23
ORD03920,PROD0052,3,0.13
ORD02152,PROD0034,2,0.06
ORD01776,PROD0177,2,0.04
ORD01323,PROD0183,5,0.01
ORD00870,PROD0194,5,0.09
ORD01262,PROD0089,5,0.3
ORD04638,PROD0040,2,0.05
ORD02898,PROD0104,1,0.11
ORD02766,PROD0055,3,0.2
ORD03192,PROD0063,4,0.26
ORD02005,PROD0018,1,0.16
ORD02225,PROD0102,4,0.08
ORD01936,PROD0002,4,0.2
ORD01877,PROD0144,3,0.23
ORD04602,PROD0083,2,0.0
ORD00588,PROD0057,4,0.05
ORD00470,PROD0131,3,0.2
ORD01878,PROD0147,4,0.2
ORD03164,PROD0017,3,0.22
ORD03901,PROD0012,3,0.1
ORD04659,PROD0019,2,0.28
ORD00552,PROD0095,1,0.13
ORD02193,PROD0019,1,0.17
ORD02804,PROD0085,4,0.08
ORD04666,PROD0172,1,0.17
ORD03080,PROD0152,2,0.18
ORD03694,PROD0141,4,0.11
ORD01515,PROD0016,4,0.24
ORD01124,PROD0005,3,0.05
ORD01297,PROD0171,1,0.02
ORD04065,PROD0025,2,0.22
ORD00736,PROD0039,3,0.02
ORD01654,PROD0147,2,0.23
ORD03523,PROD0159,4,0.14
ORD04642,PROD0166,4,0.12
ORD04640,PROD0134,4,0.06
ORD01352,PROD0110,4,0.27
ORD01896,PROD0021,5,0.3
ORD01519,PROD0034,4,0.2
ORD00232,PROD0118,3,0.21
ORD04346,PROD0137,5,0.14
ORD04463,PROD0108,3,0.07
ORD01704,PROD0162,5,0.27
ORD02530,PROD0052,1,0.18
ORD03132,PROD0085,3,0.06
ORD04199,PROD0173,5,0.19
ORD01489,PROD0060,1,0.04
ORD01299,PROD0031,5,0.02
ORD00193,PROD0199,3,0.15
ORD03098,PROD0070,3,0.17
ORD03737,PROD0073,4,0.0
ORD00410,PROD0001,2,0.13
ORD04598,PROD0119,4,0.09
ORD04463,PROD0171,4,0.15
ORD02440,PROD0147,4,0.18
ORD02536,PROD0023,4,0.24
ORD03160,PROD0089,4,0.21
ORD00277,PROD0066,3,0.01
ORD03332,PROD0063,3,0.09
ORD01808,PROD0121,2,0.01
ORD03164,PROD0070,5,0.13
ORD01528,PROD0119,4,0.02
ORD04633,PROD0167,3,0.04
ORD03115,PROD0058,3,0.06
ORD03039,PROD0152,4,0.22
ORD01469,PROD0095,3,0.03
ORD04334,PROD0042,4,0.12
ORD01691,PROD0110,3,0.07
ORD00642,PROD0081,5,0.09
ORD04297,PROD0159,5,0.25
ORD02748,PROD0157,4,0.1
ORD02308,PROD0106,4,0.07
ORD02707,PROD0193,3,0.26
ORD02394,PROD0191,2,0.09
ORD02109,PROD0019,3,0.18
ORD03241,PROD0146,5,0.18
ORD04977,PROD0063,3,0.08
ORD03694,PROD0073,2,0.17
ORD02209,PROD0105,3,0.01
ORD04599,PROD0044,2,0.07
ORD04861,PROD0085,5,0.13
ORD04960,PROD0186,4,0.22
ORD01791,PROD0148,5,0.19
ORD04280,PROD0150,3,0.03
ORD01292,PROD0027,1,0.3
ORD04678,PROD0115,2,0.02
ORD01420,PROD0030,4,0.23
ORD03924,PROD0084,3,0.27
ORD04249,PROD0090,2,0.09
ORD03382,PROD0095,3,0.14
ORD04798,PROD0034,2,0.01
ORD00084,PROD0011,3,0.08
ORD03546,PROD0078,4,0.28
ORD01216,PROD0186,5,0.07
ORD00448,PROD0008,2,0.27
ORD02915,PROD0028,2,0.23
ORD01672,PROD0188,4,0.1
ORD03224,PROD0092,5,0.21
ORD03209,PROD0049,3,0.17
ORD03862,PROD0001,5,0.28
ORD00647,PROD0147,5,0.07
ORD00564,PROD0067,3,0.17
ORD01550,PROD0067,3,0.12
ORD01813,PROD0022,1,0.07
ORD04441,PROD0141,3,0.01
ORD01677,PROD0076,2,0.06
ORD03338,PROD0041,2,0.01
ORD02038,PROD0050,3,0.14
ORD01501,PROD0068,4,0.06
ORD00883,PROD0005,3,0.07
ORD03693,PROD0183,5,0.12
ORD03247,PROD0139,1,0.01
ORD02571,PROD0182,2,0.17
ORD02299,PROD0098,5,0.29
ORD01254,PROD0168,1,0.19
ORD03992,PROD0113,3,0.02
ORD02159,PROD0049,1,0.09
ORD02610,PROD0015,2,0.07
ORD03004,PROD0013,2,0.05
ORD04581,PROD0157,3,0.13
ORD02772,PROD0047,4,0.23
ORD01307,PROD0051,2,0.04
ORD01256,PROD0160,2,0.0
ORD00134,PROD0035,3,0.12
ORD00884,PROD0056,2,0.26
ORD01882,PROD0006,2,0.06
ORD03345,PROD0120,4,0.02
ORD01007,PROD0172,4,0.23
ORD02992,PROD0003,4,0.26
ORD01164,PROD0199,4,0.18
ORD02846,PROD0193,3,0.07
ORD00465,PROD0045,3,0.19
ORD01726,PROD0015,1,0.28
ORD01418,PROD0060,5,0.17
ORD02117,PROD0125,2,0.07
ORD01776,PROD0070,2,0.01
ORD04426,PROD0076,4,0.02
ORD04764,PROD0190,1,0.03
ORD01336,PROD0042,2,0.09
ORD03059,PROD0015,4,0.24
ORD03389,PROD0067,5,0.14
ORD00833,PROD0122,4,0.1
ORD02134,PROD0106,1,0.19
ORD04922,PROD0047,3,0.02
ORD02948,PROD0164,5,0.07
ORD03611,PROD0040,4,0.19
ORD02782,PROD0130,1,0.05
ORD02595,PROD0154,1,0.24
ORD04792,PROD0177,3,0.12
ORD04373,PROD0073,3,0.27
ORD01208,PROD0064,4,0.07
ORD01538,PROD0116,5,0.23
ORD00626,PROD0048,1,0.04
ORD00705,PROD0013,1,0.16
ORD04207,PROD0011,2,0.21
ORD04529,PROD0107,5,0.01
ORD00606,PROD0117,1,0.26
ORD03971,PROD0075,1,0.24
ORD01848,PROD0154,2,0.11
ORD04815,PROD0159,5,0.08
ORD02908,PROD0046,5,0.1
ORD00897,PROD0127,1,0.05
ORD01165,PROD0127,4,0.22
ORD02047,PROD0057,5,0.14
ORD01340,PROD0006,3,0.26
ORD01226,PROD0037,1,0.11
ORD03088,PROD0174,3,0.21
ORD02136,PROD0152,4,0.25
ORD01576,PROD0050,1,0.21
ORD01602,PROD0052,3,0.09
ORD03628,PROD0005,3,0.15
ORD04249,PROD0128,5,0.18
ORD02709,PROD0004,3,0.14
ORD01362,PROD0003,3,0.18
ORD03093,PROD0197,5,0.21
ORD00585,PROD0157,3,0.06
ORD03672,PROD0128,3,0.19
ORD01489,PROD0102,4,0.19
ORD01714,PROD0041,5,0.22
ORD03393,PROD0060,3,0.06
ORD04080,PROD0122,3,0.24
ORD01311,PROD0092,5,0.05
ORD03428,PROD0021,4,0.1
ORD00686,PROD0037,5,0.04
ORD03022,PROD0147,2,0.05
ORD02342,PROD0030,1,0.1
ORD03363,PROD0056,1,0.05
ORD02603,PROD0081,5,0.12
ORD03571,PROD0063,4,0.2
ORD01263,PROD0166,4,0.05
ORD02431,PROD0171,2,0.01
ORD03089,PROD0020,3,0.2
ORD04214,PROD0007,5,0.1
ORD01594,PROD0053,1,0.07
ORD04410,PROD0195,1,0.01
ORD04702,PROD0137,2,0.21
ORD01287,PROD0017,1,0.05
ORD01244,PROD0025,2,0.23
ORD03049,PROD0192,3,0.15
ORD00923,PROD0183,3,0.16
ORD03568,PROD0140,4,0.16
ORD03289,PROD0077,1,0.03
ORD04775,PROD0029,5,0.1
ORD04557,PROD0138,1,0.12
ORD02504,PROD0193,2,0.25
ORD00008,PROD0011,4,0.05
ORD04117,PROD0128,4,0.19
ORD03936,PROD0063,3,0.16
ORD03177,PROD0164,4,0.08
ORD03272,PROD0192,3,0.23
ORD00973,PROD0153,4,0.22
ORD01784,PROD0076,2,0.03
ORD01155,PROD0184,4,0.24
ORD01467,PROD0020,2,0.05
ORD02504,PROD0177,1,0.01
ORD01337,PROD0157,3,0.16
ORD00924,PROD0073,4,0.28
ORD04656,PROD0198,1,0.03
ORD03658,PROD0040,4,0.18
ORD04867,PROD0157,3,0.17
ORD04316,PROD0025,2,0.15
ORD01632,PROD0029,5,0.01
ORD01797,PROD0111,4,0.12
ORD01378,PROD0181,1,0.02
ORD02850,PROD0051,2,0.16
ORD01585,PROD0140,4,0.06
ORD00790,PROD0001,3,0.19
ORD02676,PROD0046,3,0.07
ORD04338,PROD0061,5,0.21
ORD02911,PROD0142,2,0.28
ORD01401,PROD0169,5,0.23
ORD00512,PROD0016,4,0.12
ORD03541,PROD0042,4,0.23
ORD02000,PROD0059,2,0.25
ORD01695,PROD0129,5,0.27
ORD01670,PROD0055,4,0.12
ORD00683,PROD0130,3,0.19
ORD04443,PROD0193,4,0.05
ORD03727,PROD0027,2,0.13
ORD02497,PROD0199,1,0.0
ORD00610,PROD0049,2,0.2
ORD01285,PROD0052,2,0.22
ORD01249,PROD0026,5,0.25
ORD01834,PROD0090,2,0.14
