Order_ID,Customer_ID,Order_Date,Status
ORD01236,CUST0869,2025-05-12,Returned
ORD01237,CUST0629,2025-02-12,Completed
ORD01238,CUST0776,2024-11-13,Completed
ORD01239,CUST0457,2025-01-01,Completed
ORD01240,CUST0580,2025-06-01,Returned
ORD01241,CUST0676,2024-10-28,Cancelled
ORD01242,CUST0150,2024-08-22,Cancelled
ORD01243,CUST0496,2024-07-29,Returned
ORD01244,CUST0042,2024-10-06,Completed
ORD01245,CUST0500,2024-06-29,Completed
ORD01246,CUST0271,2025-04-22,Completed
ORD01247,CUST0044,2025-01-15,Completed
ORD01248,CUST0531,2025-03-07,Returned
ORD01249,CUST0370,2025-01-24,Completed
ORD01250,CUST0940,2024-11-15,Completed
ORD01251,CUST0048,2025-04-29,Completed
ORD01252,CUST0665,2025-04-29,Completed
ORD01253,CUST0721,2024-12-26,Returned
ORD01254,CUST0649,2024-08-22,Cancelled
ORD01255,CUST0855,2024-11-10,Cancelled
ORD01256,CUST0593,2025-03-04,Completed
ORD01257,CUST0179,2024-07-10,Completed
ORD01258,CUST0388,2024-12-24,Completed
ORD01259,CUST0670,2024-06-21,Cancelled
ORD01260,CUST0080,2024-10-09,Completed
ORD01261,CUST0386,2024-10-11,Returned
ORD01262,CUST0229,2024-11-16,Completed
ORD01263,CUST0362,2024-09-18,Cancelled
ORD01264,CUST0354,2025-05-07,Completed
ORD01265,CUST0494,2024-08-22,Cancelled
ORD01266,CUST0007,2025-04-12,Completed
ORD01267,CUST0143,2025-03-02,Completed
ORD01268,CUST0236,2025-02-27,Completed
ORD01269,CUST0659,2024-09-22,Completed
ORD01270,CUST0154,2024-11-20,Completed
ORD01271,CUST0371,2024-06-20,Completed
ORD01272,CUST0837,2025-01-18,Completed
ORD01273,CUST0236,2024-10-15,Completed
ORD01274,CUST0339,2025-03-26,Cancelled
ORD01275,CUST0494,2025-05-06,Completed
ORD01276,CUST0491,2025-05-15,Completed
ORD01277,CUST0166,2024-07-24,Completed
ORD01278,CUST0421,2024-08-07,Completed
ORD01279,CUST0045,2024-11-02,Completed
ORD01280,CUST0607,2025-03-17,Completed
ORD01281,CUST0645,2024-10-07,Completed
ORD01282,CUST0913,2024-06-30,Completed
ORD01283,CUST0058,2024-12-19,Completed
ORD01284,CUST0945,2024-11-15,Completed
ORD01285,CUST0982,2025-03-11,Completed
ORD01286,CUST0993,2024-07-30,Completed
ORD01287,CUST0020,2025-05-05,Cancelled
ORD01288,CUST0746,2025-03-13,Completed
ORD01289,CUST0291,2025-01-18,Returned
ORD01290,CUST0222,2024-10-02,Completed
ORD01291,CUST0483,2025-04-21,Cancelled
ORD01292,CUST0175,2025-01-22,Completed
ORD01293,CUST0421,2024-07-14,Completed
ORD01294,CUST0814,2025-06-03,Completed
ORD01295,CUST0786,2025-03-16,Completed
ORD01296,CUST0676,2024-09-08,Completed
ORD01297,CUST0172,2025-01-13,Cancelled
ORD01298,CUST0351,2024-09-01,Returned
ORD01299,CUST0611,2024-10-03,Completed
ORD01300,CUST0236,2024-11-05,Completed
ORD01301,CUST0136,2024-12-06,Completed
ORD01302,CUST0208,2025-03-28,Completed
ORD01303,CUST0932,2024-09-22,Completed
ORD01304,CUST0430,2024-10-04,Cancelled
ORD01305,CUST0621,2024-12-17,Completed
ORD01306,CUST0488,2024-11-04,Returned
ORD01307,CUST0615,2024-07-14,Completed
ORD01308,CUST0803,2025-03-07,Completed
ORD01309,CUST0771,2025-01-16,Completed
ORD01310,CUST0494,2025-06-04,Completed
ORD01311,CUST0924,2024-10-08,Completed
ORD01312,CUST0848,2024-10-05,Completed
ORD01313,CUST0961,2025-01-28,Cancelled
ORD01314,CUST0665,2024-10-14,Completed
ORD01315,CUST0431,2024-12-26,Completed
ORD01316,CUST0045,2025-05-23,Completed
ORD01317,CUST0440,2025-02-27,Completed
ORD01318,CUST0822,2024-07-09,Completed
ORD01319,CUST0788,2025-01-31,Completed
ORD01320,CUST0604,2024-11-13,Cancelled
ORD01321,CUST0930,2024-09-11,Cancelled
ORD01322,CUST0714,2025-01-08,Completed
ORD01323,CUST0436,2024-11-29,Completed
ORD01324,CUST0489,2024-11-10,Cancelled
ORD01325,CUST0932,2025-05-19,Cancelled
ORD01326,CUST0291,2025-03-26,Completed
ORD01327,CUST0557,2024-07-04,Completed
ORD01328,CUST0194,2024-06-29,Completed
ORD01329,CUST0762,2024-09-08,Cancelled
ORD01330,CUST0592,2024-11-22,Completed
ORD01331,CUST0533,2025-02-18,Completed
ORD01332,CUST0671,2024-06-22,Completed
ORD01333,CUST0824,2024-11-17,Completed
ORD01334,CUST0371,2025-04-09,Completed
ORD01335,CUST0437,2024-07-08,Completed
ORD01336,CUST0260,2025-06-05,Completed
ORD01337,CUST0549,2025-01-14,Completed
ORD01338,CUST0375,2024-11-23,Completed
ORD01339,CUST0697,2025-05-21,Completed
ORD01340,CUST0209,2025-05-14,Completed
ORD01341,CUST0803,2025-03-25,Completed
ORD01342,CUST0184,2024-09-24,Completed
ORD01343,CUST0569,2024-12-08,Completed
ORD01344,CUST0315,2025-02-10,Completed
ORD01345,CUST0793,2024-10-23,Cancelled
ORD01346,CUST0754,2024-09-22,Completed
ORD01347,CUST0885,2025-01-11,Completed
ORD01348,CUST0766,2024-10-16,Completed
ORD01349,CUST0802,2025-02-27,Completed
ORD01350,CUST0166,2025-03-28,Completed
ORD01351,CUST0521,2024-07-11,Completed
ORD01352,CUST0347,2024-10-31,Cancelled
ORD01353,CUST0629,2025-04-20,Completed
ORD01354,CUST0724,2024-11-16,Completed
ORD01355,CUST0399,2025-04-30,Returned
ORD01356,CUST0006,2024-08-04,Cancelled
ORD01357,CUST0844,2024-07-17,Completed
ORD01358,CUST0949,2024-09-20,Completed
ORD01359,CUST0091,2025-03-17,Completed
ORD01360,CUST0228,2025-02-09,Completed
ORD01361,CUST0624,2025-01-20,Completed
ORD01362,CUST0394,2024-09-24,Returned
ORD01363,CUST0411,2025-01-17,Completed
ORD01364,CUST0534,2025-04-27,Completed
ORD01365,CUST0987,2025-02-09,Completed
ORD01366,CUST0969,2024-12-27,Cancelled
ORD01367,CUST0180,2024-10-30,Completed
ORD01368,CUST0450,2024-09-25,Completed
ORD01369,CUST0871,2024-07-13,Completed
ORD01370,CUST0824,2025-05-30,Completed
ORD01371,CUST0200,2024-07-25,Completed
ORD01372,CUST0614,2024-11-13,Completed
ORD01373,CUST0716,2024-11-04,Completed
ORD01374,CUST0174,2024-09-25,Completed
ORD01375,CUST0369,2025-04-14,Completed
ORD01376,CUST0001,2025-02-19,Returned
ORD01377,CUST0089,2024-11-14,Returned
ORD01378,CUST0799,2025-05-19,Completed
ORD01379,CUST0686,2024-06-30,Completed
ORD01380,CUST0601,2025-03-15,Completed
ORD01381,CUST0016,2025-02-20,Cancelled
ORD01382,CUST0071,2025-04-27,Returned
ORD01383,CUST0563,2024-09-20,Completed
ORD01384,CUST0850,2025-02-04,Completed
ORD01385,CUST0597,2024-11-29,Completed
ORD01386,CUST0987,2025-01-05,Cancelled
ORD01387,CUST0232,2024-12-08,Completed
ORD01388,CUST0200,2025-04-02,Completed
ORD01389,CUST0414,2024-11-24,Completed
ORD01390,CUST0268,2025-03-17,Completed
ORD01391,CUST0519,2025-01-03,Completed
ORD01392,CUST0075,2025-04-02,Completed
ORD01393,CUST0349,2024-08-02,Returned
ORD01394,CUST0823,2024-10-18,Completed
ORD01395,CUST0264,2025-04-25,Cancelled
ORD01396,CUST0833,2024-09-21,Cancelled
ORD01397,CUST0257,2024-11-13,Completed
ORD01398,CUST0990,2025-01-21,Completed
ORD01399,CUST0496,2024-09-07,Cancelled
ORD01400,CUST0776,2024-11-17,Completed
ORD01401,CUST0795,2025-04-23,Completed
ORD01402,CUST0472,2024-10-21,Cancelled
ORD01403,CUST0883,2024-11-28,Completed
ORD01404,CUST0120,2025-04-30,Completed
ORD01405,CUST0392,2024-07-17,Completed
ORD01406,CUST0226,2024-07-04,Completed
ORD01407,CUST0236,2024-07-18,Cancelled
ORD01408,CUST0423,2024-07-24,Returned
ORD01409,CUST0529,2025-03-25,Completed
ORD01410,CUST0718,2024-06-10,Cancelled
ORD01411,CUST0255,2025-04-11,Completed
ORD01412,CUST0409,2024-09-26,Completed
ORD01413,CUST0841,2025-01-25,Completed
ORD01414,CUST0568,2025-05-12,Returned
ORD01415,CUST0488,2024-10-08,Completed
ORD01416,CUST0224,2024-06-27,Cancelled
ORD01417,CUST0276,2024-08-03,Completed
ORD01418,CUST0765,2024-11-09,Completed
ORD01419,CUST0932,2025-05-07,Completed
ORD01420,CUST0755,2024-11-09,Completed
ORD01421,CUST0754,2024-08-26,Completed
ORD01422,CUST0272,2024-10-22,Completed
ORD01423,CUST0208,2024-09-01,Cancelled
ORD01424,CUST0857,2025-03-06,Completed
ORD01425,CUST0160,2025-04-26,Cancelled
ORD01426,CUST0123,2024-12-16,Returned
ORD01427,CUST0693,2024-11-25,Returned
ORD01428,CUST0505,2024-10-17,Completed
ORD01429,CUST0783,2024-11-05,Cancelled
ORD01430,CUST0981,2024-10-28,Completed
ORD01431,CUST0494,2024-06-28,Completed
ORD01432,CUST0323,2025-04-02,Completed
ORD01433,CUST0903,2024-11-22,Cancelled
ORD01434,CUST0890,2024-07-19,Completed
ORD01435,CUST0188,2025-05-13,Returned
ORD01436,CUST0938,2025-05-12,Completed
ORD01437,CUST0408,2025-03-16,Completed
ORD01438,CUST0591,2024-12-18,Completed
ORD01439,CUST0539,2024-09-07,Cancelled
ORD01440,CUST0490,2024-08-16,Returned
ORD01441,CUST0034,2025-05-04,Completed
ORD01442,CUST0404,2024-08-27,Cancelled
ORD01443,CUST0795,2024-10-17,Completed
ORD01444,CUST1000,2025-04-21,Completed
ORD01445,CUST0531,2025-04-14,Completed
ORD01446,CUST0706,2025-05-18,Completed
ORD01447,CUST0691,2025-02-22,Completed
ORD01448,CUST0595,2025-02-23,Completed
ORD01449,CUST0371,2025-03-11,Completed
ORD01450,CUST0266,2025-04-11,Completed
ORD01451,CUST0270,2024-10-10,Completed
ORD01452,CUST0483,2025-02-10,Returned
ORD01453,CUST0352,2025-05-17,Completed
ORD01454,CUST0511,2024-07-23,Completed
ORD01455,CUST0430,2025-01-31,Cancelled
ORD01456,CUST0382,2024-07-13,Completed
ORD01457,CUST0411,2025-04-22,Completed
ORD01458,CUST0185,2024-11-12,Completed
ORD01459,CUST0590,2024-10-07,Completed
ORD01460,CUST0834,2025-03-15,Completed
ORD01461,CUST0277,2025-06-05,Cancelled
ORD01462,CUST0569,2025-01-27,Completed
ORD01463,CUST0391,2024-07-22,Completed
ORD01464,CUST0820,2025-03-03,Returned
ORD01465,CUST0154,2024-12-26,Completed
ORD01466,CUST0010,2024-12-09,Completed
ORD01467,CUST0512,2024-07-11,Completed
ORD01468,CUST0915,2025-02-05,Cancelled
ORD01469,CUST0530,2025-04-02,Completed
ORD01470,CUST0324,2025-04-21,Cancelled
ORD01471,CUST0308,2024-08-04,Completed
ORD01472,CUST0880,2025-05-28,Completed
ORD01473,CUST0408,2024-09-17,Completed
ORD01474,CUST0168,2024-07-25,Completed
ORD01475,CUST0834,2025-05-10,Completed
ORD01476,CUST0860,2024-12-27,Completed
ORD01477,CUST0461,2025-04-04,Cancelled
ORD01478,CUST0267,2024-09-26,Completed
ORD01479,CUST0574,2025-04-14,Completed
ORD01480,CUST0830,2025-01-19,Completed
ORD01481,CUST0021,2024-10-15,Completed
ORD01482,CUST0360,2024-12-27,Cancelled
ORD01483,CUST0987,2024-09-11,Completed
ORD01484,CUST0591,2025-02-06,Completed
ORD01485,CUST0665,2024-10-15,Completed
ORD01486,CUST0800,2024-09-12,Completed
ORD01487,CUST0333,2024-10-22,Completed
ORD01488,CUST0500,2024-07-15,Cancelled
ORD01489,CUST0458,2025-04-10,Cancelled
ORD01490,CUST0391,2025-02-01,Completed
ORD01491,CUST0475,2025-04-10,Completed
ORD01492,CUST0149,2024-07-08,Cancelled
ORD01493,CUST0656,2024-09-19,Cancelled
ORD01494,CUST0346,2025-02-28,Completed
ORD01495,CUST0628,2025-03-30,Completed
ORD01496,CUST0870,2025-06-04,Returned
ORD01497,CUST0082,2024-12-05,Completed
ORD01498,CUST0234,2024-12-30,Completed
ORD01499,CUST0669,2025-02-05,Completed
ORD01500,CUST0274,2024-10-29,Completed
ORD01501,CUST0405,2025-05-08,Completed
ORD01502,CUST0456,2024-09-15,Cancelled
ORD01503,CUST0962,2024-11-12,Completed
ORD01504,CUST0602,2024-11-06,Completed
ORD01505,CUST0462,2025-06-09,Completed
ORD01506,CUST0189,2025-02-10,Cancelled
ORD01507,CUST0129,2024-12-15,Cancelled
ORD01508,CUST0678,2025-05-05,Completed
ORD01509,CUST0762,2024-08-30,Cancelled
ORD01510,CUST0082,2024-09-14,Completed
ORD01511,CUST0407,2025-01-23,Completed
ORD01512,CUST0066,2024-11-06,Returned
ORD01513,CUST0485,2025-03-13,Completed
ORD01514,CUST0027,2024-07-05,Cancelled
ORD01515,CUST0537,2025-05-13,Cancelled
ORD01516,CUST0086,2024-07-07,Completed
ORD01517,CUST0633,2024-12-28,Completed
ORD01518,CUST0671,2025-01-28,Returned
ORD01519,CUST0400,2024-12-30,Completed
ORD01520,CUST0254,2024-08-20,Cancelled
ORD01521,CUST0454,2024-09-26,Completed
ORD01522,CUST0135,2024-12-16,Completed
ORD01523,CUST0175,2025-06-06,Completed
ORD01524,CUST0680,2024-10-05,Completed
ORD01525,CUST0938,2025-05-10,Completed
ORD01526,CUST0488,2024-12-29,Completed
ORD01527,CUST0892,2025-03-19,Completed
ORD01528,CUST0279,2024-10-07,Completed
ORD01529,CUST0139,2025-05-05,Returned
ORD01530,CUST0715,2024-08-06,Completed
ORD01531,CUST0606,2024-09-17,Completed
ORD01532,CUST0647,2024-07-22,Cancelled
ORD01533,CUST0899,2025-05-05,Completed
ORD01534,CUST0537,2024-09-03,Completed
ORD01535,CUST0547,2025-04-15,Completed
ORD01536,CUST0356,2024-10-18,Completed
ORD01537,CUST0233,2024-08-18,Cancelled
ORD01538,CUST0453,2024-06-14,Completed
ORD01539,CUST0423,2024-06-21,Completed
ORD01540,CUST0311,2024-08-21,Completed
ORD01541,CUST0536,2024-07-07,Cancelled
ORD01542,CUST0869,2025-03-15,Completed
ORD01543,CUST0294,2025-01-15,Completed
ORD01544,CUST0009,2024-12-17,Completed
ORD01545,CUST0504,2025-03-10,Returned
ORD01546,CUST0489,2024-12-11,Completed
ORD01547,CUST0785,2025-03-28,Completed
ORD01548,CUST0300,2024-10-14,Completed
ORD01549,CUST0816,2024-08-13,Completed
ORD01550,CUST0383,2024-08-15,Completed
ORD01551,CUST0904,2024-11-08,Completed
ORD01552,CUST0405,2024-08-23,Completed
ORD01553,CUST0733,2024-10-07,Cancelled
ORD01554,CUST0400,2024-12-29,Cancelled
ORD01555,CUST0226,2025-05-20,Completed
ORD01556,CUST0433,2025-02-18,Completed
ORD01557,CUST0530,2025-03-28,Cancelled
ORD01558,CUST0932,2024-06-16,Completed
ORD01559,CUST0711,2024-09-02,Completed
ORD01560,CUST0292,2024-12-11,Completed
ORD01561,CUST0545,2024-10-28,Cancelled
ORD01562,CUST0423,2024-07-11,Completed
ORD01563,CUST0071,2025-02-27,Completed
ORD01564,CUST0297,2024-08-24,Completed
ORD01565,CUST0467,2025-03-28,Completed
ORD01566,CUST0279,2025-02-25,Cancelled
ORD01567,CUST0504,2024-09-07,Completed
ORD01568,CUST0020,2024-07-09,Completed
ORD01569,CUST0993,2025-04-10,Completed
ORD01570,CUST0191,2024-08-06,Returned
ORD01571,CUST0289,2024-07-09,Completed
ORD01572,CUST0733,2025-01-07,Completed
ORD01573,CUST0009,2025-04-21,Completed
ORD01574,CUST0155,2024-10-06,Completed
ORD01575,CUST0223,2025-04-22,Completed
ORD01576,CUST0320,2025-04-08,Cancelled
ORD01577,CUST0511,2025-01-18,Returned
ORD01578,CUST0475,2024-06-13,Completed
ORD01579,CUST0033,2025-02-28,Completed
ORD01580,CUST0864,2024-09-26,Cancelled
ORD01581,CUST0150,2025-03-29,Completed
ORD01582,CUST0795,2025-05-20,Completed
ORD01583,CUST0557,2024-12-31,Completed
ORD01584,CUST0197,2024-07-01,Cancelled
ORD01585,CUST0257,2025-03-27,Cancelled
ORD01586,CUST0849,2024-12-20,Completed
ORD01587,CUST0998,2024-11-05,Cancelled
ORD01588,CUST0255,2024-11-07,Completed
ORD01589,CUST0999,2025-05-28,Completed
ORD01590,CUST0756,2024-10-29,Returned
ORD01591,CUST0204,2025-01-07,Completed
ORD01592,CUST0790,2024-09-03,Completed
ORD01593,CUST0682,2024-09-05,Returned
ORD01594,CUST0485,2024-06-24,Completed
ORD01595,CUST0985,2024-09-18,Completed
ORD01596,CUST0331,2024-12-27,Completed
ORD01597,CUST0746,2024-11-30,Completed
ORD01598,CUST0960,2025-01-24,Completed
ORD01599,CUST0126,2024-12-14,Completed
ORD01600,CUST0654,2025-04-09,Completed
ORD01601,CUST0370,2025-06-06,Cancelled
ORD01602,CUST0885,2024-10-18,Completed
ORD01603,CUST0997,2024-11-22,Completed
ORD01604,CUST0649,2025-03-03,Completed
ORD01605,CUST0016,2024-11-06,Completed
ORD01606,CUST0283,2025-05-21,Completed
ORD01607,CUST0406,2024-08-19,Cancelled
ORD01608,CUST0010,2025-03-19,Returned
ORD01609,CUST0596,2024-07-29,Cancelled
ORD01610,CUST0487,2024-09-08,Completed
ORD01611,CUST0159,2025-06-06,Completed
ORD01612,CUST0092,2024-12-15,Completed
ORD01613,CUST0512,2024-12-18,Completed
ORD01614,CUST0634,2024-07-17,Completed
ORD01615,CUST0993,2025-04-09,Returned
ORD01616,CUST0641,2024-11-24,Completed
ORD01617,CUST0365,2024-08-06,Completed
ORD01618,CUST0719,2024-09-07,Completed
ORD01619,CUST0110,2025-01-06,Completed
ORD01620,CUST0239,2025-04-08,Completed
ORD01621,CUST0572,2024-07-12,Cancelled
ORD01622,CUST0775,2025-04-17,Completed
ORD01623,CUST0914,2024-11-07,Completed
ORD01624,CUST0198,2025-05-29,Completed
ORD01625,CUST0387,2024-11-04,Completed
ORD01626,CUST0138,2024-10-14,Completed
ORD01627,CUST0041,2024-08-30,Completed
ORD01628,CUST0449,2025-06-06,Completed
ORD01629,CUST0556,2024-12-30,Completed
ORD01630,CUST0195,2024-09-24,Completed
ORD01631,CUST0557,2025-02-03,Completed
ORD01632,CUST0750,2025-02-23,Completed
ORD01633,CUST0889,2025-02-04,Cancelled
ORD01634,CUST0937,2024-09-17,Cancelled
ORD01635,CUST0165,2024-08-09,Completed
ORD01636,CUST0159,2025-05-17,Completed
ORD01637,CUST0840,2024-07-21,Completed
ORD01638,CUST0376,2024-12-27,Completed
ORD01639,CUST0795,2025-01-05,Completed
ORD01640,CUST0389,2025-01-31,Cancelled
ORD01641,CUST0905,2025-03-03,Completed
ORD01642,CUST0878,2024-10-01,Completed
ORD01643,CUST0636,2024-08-03,Completed
ORD01644,CUST0739,2025-03-26,Completed
ORD01645,CUST0991,2025-04-20,Completed
ORD01646,CUST0397,2024-08-19,Completed
ORD01647,CUST0700,2025-04-18,Completed
ORD01648,CUST0565,2025-05-15,Completed
ORD01649,CUST0290,2024-07-13,Completed
ORD01650,CUST0657,2025-03-19,Completed
ORD01651,CUST0099,2025-01-12,Completed
ORD01652,CUST0069,2025-06-03,Completed
ORD01653,CUST0961,2024-07-11,Completed
ORD01654,CUST0895,2025-06-08,Completed
ORD01655,CUST0110,2025-03-24,Completed
ORD01656,CUST0102,2024-12-30,Completed
ORD01657,CUST0658,2024-09-15,Cancelled
ORD01658,CUST0674,2025-05-30,Completed
ORD01659,CUST0639,2025-05-16,Cancelled
ORD01660,CUST0263,2024-12-17,Completed
ORD01661,CUST0227,2024-10-09,Completed
ORD01662,CUST0073,2025-02-23,Completed
ORD01663,CUST0944,2024-11-14,Completed
ORD01664,CUST0504,2025-02-08,Returned
ORD01665,CUST0853,2024-08-16,Completed
ORD01666,CUST0821,2024-08-01,Completed
ORD01667,CUST0370,2025-04-20,Completed
ORD01668,CUST0961,2025-01-07,Cancelled
ORD01669,CUST0842,2024-07-25,Completed
ORD01670,CUST0726,2025-05-30,Completed
ORD01671,CUST0632,2024-07-30,Completed
ORD01672,CUST0042,2024-07-09,Cancelled
ORD01673,CUST0855,2024-07-05,Completed
ORD01674,CUST0968,2025-04-08,Completed
ORD01675,CUST0532,2024-09-28,Completed
ORD01676,CUST0743,2024-12-31,Completed
ORD01677,CUST0395,2024-09-29,Completed
ORD01678,CUST0539,2025-02-13,Completed
ORD01679,CUST0584,2024-11-23,Completed
ORD01680,CUST0184,2024-07-06,Completed
ORD01681,CUST0572,2024-06-20,Completed
ORD01682,CUST0109,2024-08-12,Cancelled
ORD01683,CUST0591,2025-01-13,Completed
ORD01684,CUST0470,2024-10-04,Cancelled
ORD01685,CUST0438,2024-09-12,Cancelled
ORD01686,CUST0171,2024-09-16,Cancelled
ORD01687,CUST0564,2024-12-13,Completed
ORD01688,CUST0346,2025-06-05,Completed
ORD01689,CUST0547,2024-11-21,Returned
ORD01690,CUST0454,2025-05-01,Returned
ORD01691,CUST0925,2024-11-15,Completed
ORD01692,CUST0333,2025-02-11,Cancelled
ORD01693,CUST0423,2024-11-06,Cancelled
ORD01694,CUST0441,2025-03-06,Cancelled
ORD01695,CUST0332,2024-08-28,Completed
ORD01696,CUST0577,2024-12-15,Completed
ORD01697,CUST0385,2024-08-11,Cancelled
ORD01698,CUST0949,2025-02-10,Cancelled
ORD01699,CUST0369,2024-07-27,Returned
ORD01700,CUST0459,2025-05-08,Returned
ORD01701,CUST0001,2024-09-04,Cancelled
ORD01702,CUST0292,2025-02-17,Completed
ORD01703,CUST0531,2024-11-07,Completed
ORD01704,CUST0912,2024-09-28,Completed
ORD01705,CUST0308,2024-10-24,Returned
ORD01706,CUST0220,2025-05-26,Cancelled
ORD01707,CUST0023,2025-05-01,Cancelled
ORD01708,CUST0966,2025-05-23,Completed
ORD01709,CUST0283,2024-11-07,Returned
ORD01710,CUST0524,2024-09-20,Completed
ORD01711,CUST0949,2024-12-05,Completed
ORD01712,CUST0097,2025-03-20,Completed
ORD01713,CUST0365,2024-07-18,Completed
ORD01714,CUST0272,2024-08-16,Completed
ORD01715,CUST0597,2024-12-16,Completed
ORD01716,CUST0263,2024-09-24,Cancelled
ORD01717,CUST0095,2024-12-21,Completed
ORD01718,CUST0583,2024-09-10,Returned
ORD01719,CUST0752,2024-12-10,Completed
ORD01720,CUST0333,2024-09-04,Cancelled
ORD01721,CUST0178,2025-02-27,Completed
ORD01722,CUST0921,2024-09-01,Completed
ORD01723,CUST0591,2024-07-18,Cancelled
ORD01724,CUST0098,2024-06-30,Completed
ORD01725,CUST0308,2024-08-12,Completed
ORD01726,CUST0828,2024-08-18,Completed
ORD01727,CUST0081,2024-11-07,Cancelled
ORD01728,CUST0944,2025-04-02,Cancelled
ORD01729,CUST0357,2025-05-18,Cancelled
ORD01730,CUST0445,2024-12-07,Completed
ORD01731,CUST0889,2024-10-04,Completed
ORD01732,CUST0789,2025-02-09,Completed
ORD01733,CUST0669,2024-10-16,Cancelled
ORD01734,CUST0951,2024-12-16,Completed
ORD01735,CUST0797,2024-12-15,Completed
ORD01736,CUST0056,2025-04-21,Completed
ORD01737,CUST0043,2024-08-04,Completed
ORD01738,CUST0579,2025-02-10,Completed
ORD01739,CUST0515,2024-11-29,Completed
ORD01740,CUST0157,2024-06-30,Completed
ORD01741,CUST0750,2024-10-18,Returned
ORD01742,CUST0995,2024-09-07,Completed
ORD01743,CUST0610,2024-12-29,Completed
ORD01744,CUST0093,2025-01-01,Completed
ORD01745,CUST0297,2024-11-01,Cancelled
ORD01746,CUST0152,2024-09-09,Completed
ORD01747,CUST0085,2025-05-10,Completed
ORD01748,CUST0764,2024-10-12,Completed
ORD01749,CUST0409,2025-06-03,Completed
ORD01750,CUST0409,2024-08-17,Completed
ORD01751,CUST0793,2025-04-09,Completed
ORD01752,CUST0781,2024-06-15,Completed
ORD01753,CUST0573,2024-07-10,Completed
ORD01754,CUST0405,2025-01-21,Completed
ORD01755,CUST0201,2025-04-12,Completed
ORD01756,CUST0754,2025-05-24,Completed
ORD01757,CUST0249,2025-03-29,Completed
ORD01758,CUST0796,2024-12-21,Completed
ORD01759,CUST0702,2025-03-10,Returned
ORD01760,CUST0092,2025-05-24,Completed
ORD01761,CUST0424,2025-01-01,Completed
ORD01762,CUST0357,2024-08-08,Completed
ORD01763,CUST0353,2024-12-04,Completed
ORD01764,CUST0025,2024-09-17,Cancelled
ORD01765,CUST0174,2025-02-01,Returned
ORD01766,CUST0632,2024-09-23,Cancelled
ORD01767,CUST0823,2025-05-26,Completed
ORD01768,CUST0150,2024-10-27,Completed
ORD01769,CUST0947,2025-02-25,Cancelled
ORD01770,CUST0205,2024-11-07,Completed
ORD01771,CUST0160,2025-06-07,Cancelled
ORD01772,CUST0874,2025-05-08,Completed
ORD01773,CUST0758,2024-08-20,Completed
ORD01774,CUST0972,2024-12-02,Completed
ORD01775,CUST0152,2025-04-28,Cancelled
ORD01776,CUST0840,2025-01-27,Completed
ORD01777,CUST0352,2024-09-23,Completed
ORD01778,CUST0114,2024-11-13,Completed
ORD01779,CUST0483,2024-07-05,Completed
ORD01780,CUST0215,2024-09-03,Cancelled
ORD01781,CUST0217,2025-02-11,Completed
ORD01782,CUST0536,2025-05-16,Cancelled
ORD01783,CUST0562,2025-05-07,Completed
ORD01784,CUST0748,2025-05-02,Returned
ORD01785,CUST0712,2024-09-19,Completed
ORD01786,CUST0019,2025-05-16,Completed
ORD01787,CUST0928,2024-11-22,Completed
ORD01788,CUST0045,2024-07-23,Completed
ORD01789,CUST0062,2025-05-12,Completed
ORD01790,CUST0809,2024-08-06,Completed
ORD01791,CUST0278,2024-07-01,Completed
ORD01792,CUST0671,2024-11-25,Returned
ORD01793,CUST0069,2025-05-21,Completed
ORD01794,CUST0278,2024-08-31,Completed
ORD01795,CUST0935,2024-11-04,Completed
ORD01796,CUST0886,2024-09-26,Completed
ORD01797,CUST0300,2024-11-25,Cancelled
ORD01798,CUST0665,2024-12-05,Completed
ORD01799,CUST0390,2024-09-13,Completed
ORD01800,CUST0727,2025-04-26,Completed
ORD01801,CUST0324,2024-08-23,Completed
ORD01802,CUST0612,2025-01-10,Completed
ORD01803,CUST0191,2024-09-24,Completed
ORD01804,CUST0990,2024-08-09,Completed
ORD01805,CUST0949,2025-03-22,Cancelled
ORD01806,CUST0041,2024-11-26,Completed
ORD01807,CUST0543,2024-10-18,Completed
ORD01808,CUST0502,2024-11-14,Completed
ORD01809,CUST0161,2025-05-13,Completed
ORD01810,CUST0701,2024-07-20,Completed
ORD01811,CUST0641,2024-08-21,Completed
ORD01812,CUST0514,2024-12-09,Completed
ORD01813,CUST0064,2025-04-19,Completed
ORD01814,CUST0900,2024-11-12,Completed
ORD01815,CUST0835,2025-05-22,Returned
ORD01816,CUST0967,2024-09-29,Completed
ORD01817,CUST0287,2025-03-25,Completed
ORD01818,CUST0350,2024-09-13,Cancelled
ORD01819,CUST0673,2025-05-28,Completed
ORD01820,CUST0748,2025-02-09,Completed
ORD01821,CUST0984,2024-08-14,Completed
ORD01822,CUST0894,2024-06-12,Completed
ORD01823,CUST0233,2025-01-08,Completed
ORD01824,CUST0587,2024-08-14,Completed
ORD01825,CUST0994,2025-04-03,Completed
ORD01826,CUST0620,2024-09-16,Completed
ORD01827,CUST0556,2025-05-16,Completed
ORD01828,CUST0669,2025-04-03,Completed
ORD01829,CUST0555,2025-02-19,Completed
ORD01830,CUST0208,2025-01-20,Cancelled
ORD01831,CUST0317,2025-01-21,Completed
ORD01832,CUST0921,2024-07-05,Completed
ORD01833,CUST0139,2025-02-01,Completed
