Order_ID,Delivery_Date,Delivery_Status,Shipping_Cost
ORD00699,2025-03-16,Delivered,141.65
ORD00700,,N/A,188.46
ORD00701,2025-01-08,Delivered,64.54
ORD00702,,N/A,183.86
ORD00703,,N/A,131.44
ORD00704,2024-06-22,Delivered,63.34
ORD00705,2025-05-18,Delivered,154.54
ORD00706,,N/A,53.54
ORD00707,2025-05-18,Delivered,49.42
ORD00708,2024-07-03,Delivered,69.61
ORD00709,2024-09-15,Delivered,70.71
ORD00710,2025-01-15,Delivered,103.44
ORD00711,2025-01-26,Delivered,98.9
ORD00712,2025-01-04,Delivered,72.28
ORD00713,,N/A,49.4
ORD00714,,N/A,94.44
ORD00715,2024-08-03,Delivered,26.66
ORD00716,2025-03-22,Delivered,102.84
ORD00717,2025-02-17,Delivered,152.22
ORD00718,,N/A,151.71
ORD00719,,N/A,151.97
ORD00720,2025-05-04,Delivered,44.34
ORD00721,2024-07-29,Delivered,114.27
ORD00722,2025-02-16,Delivered,86.95
ORD00723,2025-01-28,Delivered,189.64
ORD00724,,N/A,38.86
ORD00725,,N/A,153.0
ORD00726,,N/A,106.83
ORD00727,2024-06-18,Delivered,24.59
ORD00728,,N/A,66.11
ORD00729,2024-11-07,Delivered,168.79
ORD00730,2025-02-05,Delivered,99.08
ORD00731,2025-05-27,Delivered,143.79
ORD00732,2024-11-14,Delivered,185.15
ORD00733,2024-08-06,Delivered,199.85
ORD00734,2025-01-17,Delivered,122.32
ORD00735,2025-03-16,Delivered,22.93
ORD00736,,N/A,192.37
ORD00737,2025-03-08,Delivered,30.19
ORD00738,2025-01-29,Delivered,35.41
ORD00739,,N/A,33.21
ORD00740,2025-03-28,Delivered,27.22
ORD00741,2024-09-11,Delivered,143.31
ORD00742,,N/A,57.25
ORD00743,2024-11-20,Delivered,164.13
ORD00744,,N/A,86.68
ORD00745,2024-09-21,Delivered,59.06
ORD00746,,N/A,85.6
ORD00747,,N/A,113.99
ORD00748,,N/A,102.03
ORD00749,2025-01-13,Delivered,27.0
ORD00750,2025-04-21,Delivered,22.78
ORD00751,,N/A,97.52
ORD00752,2024-10-08,Delivered,136.55
ORD00753,,N/A,68.11
ORD00754,2024-07-20,Delivered,114.03
ORD00755,2025-06-09,Delivered,188.7
ORD00756,,N/A,79.78
ORD00757,2025-05-14,Delivered,122.03
ORD00758,2025-06-08,Delivered,67.85
ORD00759,2025-05-21,Delivered,187.64
ORD00760,,N/A,105.34
ORD00761,,N/A,143.35
ORD00762,2025-01-01,Delivered,81.7
ORD00763,,N/A,61.46
ORD00764,2024-10-27,Delivered,40.67
ORD00765,,N/A,193.63
ORD00766,2024-12-19,Delivered,41.15
ORD00767,2025-03-03,Delivered,51.35
ORD00768,2024-12-13,Delivered,172.29
ORD00769,2024-08-20,Delivered,57.41
ORD00770,,N/A,86.56
ORD00771,2025-04-09,Delivered,67.38
ORD00772,2025-05-09,Delivered,90.72
ORD00773,,N/A,136.49
ORD00774,,N/A,95.94
ORD00775,2025-01-29,Delivered,21.88
ORD00776,2025-04-29,Delivered,191.68
ORD00777,2025-04-08,Delivered,53.62
ORD00778,2024-09-13,Delivered,82.6
ORD00779,2024-07-24,Delivered,172.88
ORD00780,2025-03-11,Delivered,109.42
ORD00781,2024-06-22,Delivered,181.4
ORD00782,,N/A,53.64
ORD00783,,N/A,21.24
ORD00784,2025-01-28,Delivered,77.94
ORD00785,2024-08-22,Delivered,118.23
ORD00786,,N/A,197.92
ORD00787,2025-05-26,Delivered,166.46
ORD00788,,N/A,154.57
ORD00789,,N/A,74.12
ORD00790,2024-11-20,Delivered,118.78
ORD00791,2025-02-19,Delivered,149.46
ORD00792,2024-12-08,Delivered,153.14
ORD00793,2024-06-27,Delivered,141.37
ORD00794,2024-10-14,Delivered,77.17
ORD00795,2025-01-27,Delivered,166.26
ORD00796,2024-10-02,Delivered,27.02
ORD00797,,N/A,140.99
ORD00798,2024-11-18,Delivered,160.79
ORD00799,2024-11-19,Delivered,189.91
ORD00800,2025-04-28,Delivered,159.07
ORD00801,2025-03-16,Delivered,166.04
ORD00802,,N/A,130.01
ORD00803,2025-05-16,Delivered,40.57
ORD00804,2024-12-13,Delivered,189.47
ORD00805,,N/A,39.91
ORD00806,2025-03-20,Delivered,139.12
ORD00807,2024-08-03,Delivered,112.94
ORD00808,,N/A,100.54
ORD00809,,N/A,181.75
ORD00810,2024-07-27,Delivered,80.38
ORD00811,2024-08-24,Delivered,132.07
ORD00812,,N/A,164.09
ORD00813,2025-01-02,Delivered,134.47
ORD00814,2025-04-03,Delivered,147.38
ORD00815,2024-08-15,Delivered,46.76
ORD00816,2024-06-18,Delivered,66.91
ORD00817,,N/A,51.27
ORD00818,2025-04-28,Delivered,115.86
ORD00819,,N/A,147.77
ORD00820,2024-09-29,Delivered,171.17
ORD00821,2024-07-28,Delivered,118.77
ORD00822,2024-11-15,Delivered,26.75
ORD00823,2025-03-26,Delivered,191.4
ORD00824,,N/A,50.79
ORD00825,2024-08-11,Delivered,145.79
ORD00826,2024-08-02,Delivered,46.71
ORD00827,,N/A,68.8
ORD00828,,N/A,23.46
ORD00829,,N/A,96.69
ORD00830,2025-02-04,Delivered,109.58
ORD00831,2025-05-31,Delivered,62.04
ORD00832,2024-07-23,Delivered,101.99
ORD00833,,N/A,111.37
ORD00834,,N/A,22.08
ORD00835,2024-12-03,Delivered,111.92
ORD00836,2025-03-28,Delivered,65.26
ORD00837,2024-11-22,Delivered,110.6
ORD00838,,N/A,162.63
ORD00839,2024-11-13,Delivered,34.98
ORD00840,2024-08-04,Delivered,54.38
ORD00841,2024-06-18,Delivered,198.81
ORD00842,,N/A,101.79
ORD00843,2024-08-23,Delivered,29.86
ORD00844,2024-08-20,Delivered,140.93
ORD00845,2024-12-01,Delivered,89.36
ORD00846,2024-08-26,Delivered,135.73
ORD00847,,N/A,22.91
ORD00848,2025-03-13,Delivered,168.73
ORD00849,,N/A,185.07
ORD00850,2024-11-08,Delivered,152.03
ORD00851,2024-09-09,Delivered,88.64
ORD00852,2024-08-14,Delivered,30.43
ORD00853,2025-05-16,Delivered,184.92
ORD00854,2024-12-09,Delivered,191.2
ORD00855,2024-12-01,Delivered,159.66
ORD00856,2025-01-03,Delivered,173.15
ORD00857,,N/A,23.58
ORD00858,2025-01-10,Delivered,20.3
ORD00859,2024-09-23,Delivered,132.46
ORD00860,2024-08-12,Delivered,138.49
ORD00861,2024-07-09,Delivered,90.39
ORD00862,2024-11-08,Delivered,58.94
ORD00863,2025-01-24,Delivered,23.71
ORD00864,,N/A,115.15
ORD00865,,N/A,61.13
ORD00866,2025-03-04,Delivered,59.34
ORD00867,2024-11-16,Delivered,27.93
ORD00868,2024-12-25,Delivered,146.4
ORD00869,2024-06-26,Delivered,97.08
ORD00870,2024-12-18,Delivered,83.76
ORD00871,2024-08-18,Delivered,136.21
ORD00872,2025-03-11,Delivered,81.16
ORD00873,2025-05-31,Delivered,142.18
ORD00874,2024-11-06,Delivered,118.71
ORD00875,2025-04-29,Delivered,94.9
ORD00876,2024-06-28,Delivered,84.93
ORD00877,,N/A,144.53
ORD00878,,N/A,126.3
ORD00879,2025-05-14,Delivered,169.3
ORD00880,2024-06-24,Delivered,197.04
ORD00881,,N/A,193.41
ORD00882,2025-02-09,Delivered,187.06
ORD00883,,N/A,76.09
ORD00884,2025-04-29,Delivered,125.31
ORD00885,2025-01-23,Delivered,159.47
ORD00886,2024-09-15,Delivered,67.02
ORD00887,2024-07-01,Delivered,31.85
ORD00888,2025-02-17,Delivered,86.92
ORD00889,2025-04-22,Delivered,127.32
ORD00890,2025-03-15,Delivered,99.24
ORD00891,,N/A,36.6
ORD00892,2025-03-30,Delivered,157.22
ORD00893,2024-09-14,Delivered,39.72
ORD00894,2024-12-30,Delivered,130.03
ORD00895,2024-10-28,Delivered,57.89
ORD00896,2025-04-26,Delivered,113.94
ORD00897,2024-10-31,Delivered,62.66
ORD00898,2025-03-02,Delivered,100.99
ORD00899,2025-04-15,Delivered,121.43
ORD00900,2025-05-22,Delivered,195.33
ORD00901,2025-03-18,Delivered,98.38
ORD00902,,N/A,79.91
ORD00903,,N/A,24.19
ORD00904,2024-08-06,Delivered,70.23
ORD00905,2024-11-05,Delivered,81.02
ORD00906,,N/A,176.74
ORD00907,2024-08-08,Delivered,79.83
ORD00908,,N/A,100.24
ORD00909,2024-12-17,Delivered,180.76
ORD00910,2024-09-24,Delivered,29.44
ORD00911,2024-08-07,Delivered,64.6
ORD00912,2025-04-27,Delivered,90.86
ORD00913,2024-09-20,Delivered,190.43
ORD00914,2024-06-24,Delivered,58.32
ORD00915,2025-01-20,Delivered,72.4
ORD00916,2024-07-29,Delivered,99.58
ORD00917,,N/A,84.81
ORD00918,2025-02-24,Delivered,104.96
ORD00919,2024-08-03,Delivered,173.62
ORD00920,2025-01-13,Delivered,189.65
ORD00921,2024-11-17,Delivered,64.7
ORD00922,2025-03-01,Delivered,71.2
ORD00923,,N/A,127.72
ORD00924,2025-03-17,Delivered,109.36
ORD00925,2025-03-31,Delivered,38.84
ORD00926,,N/A,30.21
ORD00927,2024-12-09,Delivered,28.06
ORD00928,2024-12-21,Delivered,57.35
ORD00929,,N/A,117.16
ORD00930,,N/A,174.12
ORD00931,2024-06-24,Delivered,20.55
ORD00932,2025-05-30,Delivered,164.4
ORD00933,2024-06-24,Delivered,110.5
ORD00934,,N/A,172.47
ORD00935,2025-04-29,Delivered,183.19
ORD00936,,N/A,166.29
ORD00937,,N/A,92.9
ORD00938,2024-10-09,Delivered,123.82
ORD00939,,N/A,82.55
ORD00940,,N/A,146.77
ORD00941,,N/A,116.26
ORD00942,2024-08-21,Delivered,40.48
ORD00943,,N/A,92.1
ORD00944,2025-04-11,Delivered,121.25
ORD00945,2025-03-07,Delivered,178.41
ORD00946,,N/A,66.93
ORD00947,2024-10-23,Delivered,181.24
ORD00948,2024-10-14,Delivered,70.53
ORD00949,2025-06-05,Delivered,154.07
ORD00950,2024-06-30,Delivered,149.15
ORD00951,2025-03-02,Delivered,192.55
ORD00952,,N/A,45.44
ORD00953,,N/A,144.1
ORD00954,,N/A,197.33
ORD00955,,N/A,144.17
ORD00956,,N/A,178.68
ORD00957,2024-07-07,Delivered,97.67
ORD00958,2024-06-22,Delivered,81.29
ORD00959,,N/A,160.49
ORD00960,2024-11-09,Delivered,50.49
ORD00961,2025-06-04,Delivered,23.48
ORD00962,2025-01-19,Delivered,114.18
ORD00963,2025-01-13,Delivered,173.26
ORD00964,2025-02-26,Delivered,84.03
ORD00965,,N/A,79.6
ORD00966,2024-08-20,Delivered,182.51
ORD00967,2024-06-20,Delivered,125.8
ORD00968,2024-10-22,Delivered,117.37
ORD00969,2024-12-06,Delivered,182.58
ORD00970,,N/A,177.24
ORD00971,,N/A,132.46
ORD00972,2025-06-09,Delivered,172.97
ORD00973,2024-11-12,Delivered,196.26
ORD00974,2025-05-02,Delivered,54.23
ORD00975,,N/A,129.17
ORD00976,,N/A,31.41
ORD00977,2024-08-29,Delivered,51.72
ORD00978,2024-08-22,Delivered,72.93
ORD00979,2024-06-26,Delivered,93.91
ORD00980,2024-08-12,Delivered,74.66
ORD00981,2025-05-05,Delivered,151.75
ORD00982,2025-03-29,Delivered,140.53
ORD00983,2025-01-17,Delivered,182.72
ORD00984,2024-10-08,Delivered,158.8
ORD00985,2024-09-18,Delivered,131.69
ORD00986,,N/A,172.23
ORD00987,2025-03-05,Delivered,79.27
ORD00988,2024-08-06,Delivered,60.09
ORD00989,2025-05-05,Delivered,128.51
ORD00990,,N/A,99.7
ORD00991,2024-08-03,Delivered,38.84
ORD00992,,N/A,148.76
ORD00993,2024-08-13,Delivered,52.35
ORD00994,2024-08-07,Delivered,22.35
ORD00995,2024-07-04,Delivered,187.85
ORD00996,,N/A,49.87
ORD00997,2024-09-10,Delivered,116.7
ORD00998,,N/A,163.31
ORD00999,2024-09-10,Delivered,172.45
ORD01000,2025-02-26,Delivered,91.91
ORD01001,2025-04-15,Delivered,77.12
ORD01002,2024-10-24,Delivered,40.05
ORD01003,2024-12-04,Delivered,108.55
ORD01004,2025-03-01,Delivered,167.71
ORD01005,2024-10-04,Delivered,27.96
ORD01006,2024-07-08,Delivered,88.06
ORD01007,2024-09-10,Delivered,177.27
ORD01008,2024-10-31,Delivered,179.41
ORD01009,,N/A,100.24
ORD01010,2024-11-06,Delivered,147.02
ORD01011,2025-06-03,Delivered,152.31
ORD01012,2025-02-26,Delivered,84.9
ORD01013,2024-09-04,Delivered,155.98
ORD01014,,N/A,59.34
ORD01015,,N/A,167.24
ORD01016,,N/A,65.1
ORD01017,,N/A,134.95
ORD01018,2024-08-24,Delivered,133.03
ORD01019,,N/A,74.1
ORD01020,2025-02-09,Delivered,132.68
ORD01021,,N/A,23.2
ORD01022,,N/A,61.86
ORD01023,2024-09-24,Delivered,91.89
ORD01024,2024-10-29,Delivered,179.04
ORD01025,,N/A,55.73
ORD01026,,N/A,65.68
ORD01027,,N/A,196.42
ORD01028,2024-08-18,Delivered,128.48
ORD01029,,N/A,24.08
ORD01030,2025-02-08,Delivered,199.81
ORD01031,2025-03-07,Delivered,129.29
ORD01032,2025-05-19,Delivered,199.36
ORD01033,2025-03-10,Delivered,128.9
ORD01034,,N/A,92.8
ORD01035,2025-05-23,Delivered,197.88
ORD01036,,N/A,53.0
ORD01037,2024-08-30,Delivered,147.74
ORD01038,2024-12-27,Delivered,175.84
ORD01039,2024-06-29,Delivered,139.3
ORD01040,,N/A,56.25
ORD01041,,N/A,106.29
ORD01042,,N/A,103.93
ORD01043,,N/A,128.17
ORD01044,2025-04-02,Delivered,131.23
ORD01045,2024-11-21,Delivered,146.98
ORD01046,2025-04-29,Delivered,112.95
ORD01047,,N/A,189.89
ORD01048,,N/A,33.63
ORD01049,,N/A,31.18
ORD01050,2024-11-10,Delivered,184.16
ORD01051,2024-11-25,Delivered,187.38
ORD01052,2025-03-14,Delivered,165.69
ORD01053,2024-09-17,Delivered,52.28
ORD01054,2025-04-27,Delivered,46.81
ORD01055,,N/A,198.52
ORD01056,,N/A,153.9
ORD01057,2024-09-24,Delivered,69.21
ORD01058,,N/A,35.65
ORD01059,2024-07-12,Delivered,55.87
ORD01060,2024-10-12,Delivered,120.81
ORD01061,2024-12-24,Delivered,74.78
ORD01062,2025-06-06,Delivered,155.5
ORD01063,,N/A,147.53
ORD01064,2024-10-07,Delivered,179.04
ORD01065,,N/A,24.25
ORD01066,,N/A,164.5
ORD01067,,N/A,75.53
ORD01068,2025-06-16,Delivered,171.95
ORD01069,2024-12-17,Delivered,167.74
ORD01070,2025-01-06,Delivered,168.69
ORD01071,,N/A,30.72
ORD01072,2024-06-20,Delivered,99.79
ORD01073,2025-05-09,Delivered,100.5
ORD01074,,N/A,176.09
ORD01075,2024-06-24,Delivered,20.11
ORD01076,2024-09-13,Delivered,54.22
ORD01077,2025-04-18,Delivered,107.15
ORD01078,,N/A,183.4
ORD01079,2025-06-13,Delivered,148.34
ORD01080,2024-11-30,Delivered,90.64
ORD01081,2025-04-21,Delivered,57.62
ORD01082,,N/A,199.54
ORD01083,,N/A,32.23
ORD01084,2024-08-22,Delivered,194.98
ORD01085,,N/A,104.92
ORD01086,2025-01-16,Delivered,199.12
ORD01087,2025-02-14,Delivered,169.58
ORD01088,2024-10-15,Delivered,46.97
ORD01089,,N/A,76.88
ORD01090,2025-03-21,Delivered,147.58
ORD01091,2024-10-07,Delivered,111.49
ORD01092,2024-12-12,Delivered,192.93
ORD01093,2024-07-05,Delivered,137.46
ORD01094,2024-09-27,Delivered,74.31
ORD01095,2024-11-09,Delivered,33.53
ORD01096,2024-07-06,Delivered,49.15
ORD01097,2024-11-08,Delivered,142.61
ORD01098,,N/A,154.02
ORD01099,2024-11-03,Delivered,56.53
ORD01100,2024-12-14,Delivered,32.3
ORD01101,,N/A,176.67
ORD01102,2024-08-25,Delivered,25.31
ORD01103,2025-04-15,Delivered,140.55
ORD01104,2025-04-05,Delivered,127.18
ORD01105,2024-11-08,Delivered,24.62
ORD01106,2025-02-14,Delivered,31.05
ORD01107,,N/A,151.11
ORD01108,2024-10-30,Delivered,78.93
ORD01109,2024-10-12,Delivered,162.21
ORD01110,2025-02-17,Delivered,186.9
ORD01111,2025-04-22,Delivered,169.22
ORD01112,2025-04-09,Delivered,113.65
ORD01113,2025-03-29,Delivered,105.3
ORD01114,2025-02-06,Delivered,88.84
ORD01115,2025-06-02,Delivered,20.03
ORD01116,,N/A,60.39
ORD01117,,N/A,189.0
ORD01118,2025-02-15,Delivered,157.14
ORD01119,2025-01-13,Delivered,82.02
ORD01120,,N/A,179.47
ORD01121,,N/A,101.31
ORD01122,,N/A,138.56
ORD01123,,N/A,21.17
ORD01124,,N/A,42.99
ORD01125,2025-04-17,Delivered,95.27
ORD01126,2024-09-08,Delivered,163.57
ORD01127,2024-09-11,Delivered,193.54
ORD01128,,N/A,52.55
ORD01129,2025-01-01,Delivered,184.36
ORD01130,2024-10-06,Delivered,106.16
ORD01131,2025-03-14,Delivered,52.17
ORD01132,2025-01-02,Delivered,157.1
ORD01133,2024-07-10,Delivered,141.36
ORD01134,2024-08-25,Delivered,22.5
ORD01135,,N/A,160.23
ORD01136,2025-02-16,Delivered,156.08
ORD01137,2025-02-24,Delivered,128.91
ORD01138,,N/A,85.02
ORD01139,2025-03-17,Delivered,79.26
ORD01140,2025-01-18,Delivered,138.21
ORD01141,,N/A,133.11
ORD01142,,N/A,50.51
ORD01143,2025-05-27,Delivered,174.09
ORD01144,,N/A,67.16
ORD01145,2024-10-18,Delivered,79.7
ORD01146,2024-11-14,Delivered,109.08
ORD01147,2024-11-07,Delivered,84.45
ORD01148,2024-10-20,Delivered,129.86
ORD01149,2025-04-20,Delivered,32.25
ORD01150,2024-10-06,Delivered,151.14
ORD01151,,N/A,104.33
ORD01152,2025-06-06,Delivered,170.27
ORD01153,2025-04-24,Delivered,69.06
ORD01154,2024-06-16,Delivered,112.06
ORD01155,2025-03-20,Delivered,182.85
ORD01156,2025-05-02,Delivered,175.91
ORD01157,2025-05-30,Delivered,101.13
ORD01158,2025-01-05,Delivered,158.48
ORD01159,,N/A,113.19
ORD01160,,N/A,68.86
ORD01161,2025-03-05,Delivered,60.45
ORD01162,2024-07-26,Delivered,168.13
ORD01163,2025-01-24,Delivered,181.75
ORD01164,2024-12-18,Delivered,118.84
ORD01165,,N/A,75.93
ORD01166,2025-01-15,Delivered,164.56
ORD01167,2025-01-31,Delivered,48.05
ORD01168,2025-03-30,Delivered,167.62
ORD01169,,N/A,116.41
ORD01170,,N/A,21.33
ORD01171,2025-03-12,Delivered,112.8
ORD01172,,N/A,89.34
ORD01173,,N/A,150.32
ORD01174,2024-07-03,Delivered,134.53
ORD01175,2025-05-21,Delivered,117.07
ORD01176,2024-12-26,Delivered,92.1
ORD01177,2025-01-12,Delivered,188.86
ORD01178,2025-04-25,Delivered,107.78
ORD01179,2024-11-24,Delivered,99.06
ORD01180,2025-03-03,Delivered,38.65
ORD01181,,N/A,83.17
ORD01182,2025-05-14,Delivered,102.1
ORD01183,,N/A,106.48
ORD01184,2024-08-15,Delivered,35.31
ORD01185,2025-03-28,Delivered,42.07
ORD01186,,N/A,178.98
ORD01187,2024-10-02,Delivered,31.7
ORD01188,,N/A,107.98
ORD01189,2025-03-11,Delivered,187.83
ORD01190,,N/A,172.05
ORD01191,2025-03-13,Delivered,153.57
ORD01192,2024-07-21,Delivered,55.55
ORD01193,2025-05-16,Delivered,23.61
ORD01194,2025-04-24,Delivered,183.04
ORD01195,2024-08-31,Delivered,91.6
ORD01196,2024-12-04,Delivered,176.08
ORD01197,2024-10-20,Delivered,96.36
ORD01198,2024-11-06,Delivered,154.41
ORD01199,,N/A,138.98
ORD01200,2024-08-10,Delivered,114.09
ORD01201,2025-04-30,Delivered,106.31
ORD01202,2025-04-01,Delivered,51.01
ORD01203,2025-04-06,Delivered,110.4
ORD01204,,N/A,52.43
ORD01205,2024-12-26,Delivered,122.51
ORD01206,2025-03-26,Delivered,42.67
ORD01207,2025-04-26,Delivered,92.87
ORD01208,2024-09-06,Delivered,96.25
ORD01209,,N/A,27.63
ORD01210,2025-05-08,Delivered,38.45
ORD01211,,N/A,171.58
ORD01212,2025-03-29,Delivered,134.82
ORD01213,2024-07-30,Delivered,139.81
ORD01214,2024-08-22,Delivered,102.85
ORD01215,2025-05-22,Delivered,80.12
ORD01216,2025-03-03,Delivered,86.71
ORD01217,2025-05-20,Delivered,54.61
ORD01218,2025-06-11,Delivered,199.39
ORD01219,,N/A,127.58
ORD01220,,N/A,29.93
ORD01221,2024-07-22,Delivered,161.33
ORD01222,2024-11-03,Delivered,72.62
ORD01223,2024-08-10,Delivered,60.09
ORD01224,,N/A,99.47
ORD01225,,N/A,65.2
ORD01226,2025-04-11,Delivered,43.14
ORD01227,,N/A,71.47
ORD01228,2024-08-08,Delivered,193.53
ORD01229,2024-10-21,Delivered,177.65
ORD01230,,N/A,113.22
ORD01231,,N/A,53.42
ORD01232,2025-03-20,Delivered,190.75
ORD01233,2025-02-10,Delivered,40.39
ORD01234,2024-12-05,Delivered,35.16
ORD01235,2025-03-03,Delivered,160.79
ORD01236,,N/A,194.23
ORD01237,2025-02-21,Delivered,168.11
ORD01238,2024-11-21,Delivered,102.12
ORD01239,2025-01-09,Delivered,195.53
ORD01240,,N/A,129.03
ORD01241,,N/A,168.81
ORD01242,,N/A,41.05
ORD01243,,N/A,37.49
ORD01244,2024-10-14,Delivered,182.31
ORD01245,2024-07-05,Delivered,76.29
ORD01246,2025-05-02,Delivered,55.36
ORD01247,2025-01-23,Delivered,180.15
ORD01248,,N/A,49.04
ORD01249,2025-01-31,Delivered,197.79
ORD01250,2024-11-20,Delivered,192.98
ORD01251,2025-05-04,Delivered,63.75
ORD01252,2025-05-03,Delivered,166.76
ORD01253,,N/A,35.94
ORD01254,,N/A,38.04
ORD01255,,N/A,80.71
ORD01256,2025-03-10,Delivered,145.66
ORD01257,2024-07-19,Delivered,78.95
ORD01258,2024-12-27,Delivered,72.6
ORD01259,,N/A,125.98
ORD01260,2024-10-16,Delivered,172.83
ORD01261,,N/A,157.33
ORD01262,2024-11-25,Delivered,104.82
ORD01263,,N/A,61.85
ORD01264,2025-05-16,Delivered,20.34
ORD01265,,N/A,97.15
ORD01266,2025-04-16,Delivered,86.54
ORD01267,2025-03-07,Delivered,53.59
ORD01268,2025-03-02,Delivered,181.81
ORD01269,2024-09-27,Delivered,79.36
ORD01270,2024-11-27,Delivered,89.9
ORD01271,2024-06-25,Delivered,161.41
ORD01272,2025-01-27,Delivered,130.89
ORD01273,2024-10-25,Delivered,143.56
ORD01274,,N/A,196.99
ORD01275,2025-05-11,Delivered,98.65
ORD01276,2025-05-23,Delivered,62.35
ORD01277,2024-07-30,Delivered,196.93
ORD01278,2024-08-13,Delivered,149.48
ORD01279,2024-11-12,Delivered,177.74
ORD01280,2025-03-19,Delivered,139.11
ORD01281,2024-10-12,Delivered,155.29
ORD01282,2024-07-08,Delivered,174.7
ORD01283,2024-12-24,Delivered,121.62
ORD01284,2024-11-17,Delivered,87.86
ORD01285,2025-03-13,Delivered,69.46
ORD01286,2024-08-05,Delivered,46.43
ORD01287,,N/A,129.77
ORD01288,2025-03-17,Delivered,156.14
ORD01289,,N/A,36.12
ORD01290,2024-10-06,Delivered,67.94
ORD01291,,N/A,67.28
ORD01292,2025-01-27,Delivered,135.61
ORD01293,2024-07-21,Delivered,29.02
ORD01294,2025-06-12,Delivered,117.47
ORD01295,2025-03-20,Delivered,30.76
ORD01296,2024-09-13,Delivered,110.48
ORD01297,,N/A,44.19
ORD01298,,N/A,41.36
ORD01299,2024-10-07,Delivered,187.59
ORD01300,2024-11-10,Delivered,112.09
ORD01301,2024-12-16,Delivered,54.55
ORD01302,2025-03-30,Delivered,38.87
ORD01303,2024-09-24,Delivered,160.58
ORD01304,,N/A,191.11
ORD01305,2024-12-24,Delivered,131.9
ORD01306,,N/A,189.24
ORD01307,2024-07-23,Delivered,197.17
ORD01308,2025-03-10,Delivered,98.22
ORD01309,2025-01-18,Delivered,150.16
ORD01310,2025-06-12,Delivered,112.31
ORD01311,2024-10-13,Delivered,26.86
ORD01312,2024-10-07,Delivered,21.1
ORD01313,,N/A,195.04
ORD01314,2024-10-20,Delivered,176.63
ORD01315,2025-01-05,Delivered,23.05
ORD01316,2025-05-28,Delivered,41.33
ORD01317,2025-03-05,Delivered,58.02
ORD01318,2024-07-14,Delivered,94.93
ORD01319,2025-02-07,Delivered,108.85
ORD01320,,N/A,55.29
ORD01321,,N/A,38.42
ORD01322,2025-01-11,Delivered,41.55
ORD01323,2024-12-06,Delivered,67.89
ORD01324,,N/A,79.83
ORD01325,,N/A,133.64
ORD01326,2025-03-30,Delivered,124.03
ORD01327,2024-07-13,Delivered,127.14
ORD01328,2024-07-02,Delivered,127.34
ORD01329,,N/A,171.64
ORD01330,2024-11-24,Delivered,128.41
ORD01331,2025-02-21,Delivered,62.29
ORD01332,2024-06-28,Delivered,31.84
ORD01333,2024-11-25,Delivered,77.06
ORD01334,2025-04-13,Delivered,23.25
ORD01335,2024-07-15,Delivered,196.09
ORD01336,2025-06-11,Delivered,117.57
ORD01337,2025-01-19,Delivered,161.51
ORD01338,2024-11-25,Delivered,182.19
ORD01339,2025-05-23,Delivered,180.17
ORD01340,2025-05-17,Delivered,95.7
ORD01341,2025-04-04,Delivered,22.45
ORD01342,2024-09-27,Delivered,81.26
ORD01343,2024-12-13,Delivered,198.21
ORD01344,2025-02-18,Delivered,23.25
ORD01345,,N/A,89.3
ORD01346,2024-09-27,Delivered,129.52
ORD01347,2025-01-18,Delivered,133.7
ORD01348,2024-10-21,Delivered,137.94
ORD01349,2025-03-08,Delivered,57.36
ORD01350,2025-03-30,Delivered,20.54
ORD01351,2024-07-19,Delivered,26.01
ORD01352,,N/A,40.98
ORD01353,2025-04-25,Delivered,80.26
ORD01354,2024-11-18,Delivered,84.59
ORD01355,,N/A,52.23
ORD01356,,N/A,158.79
ORD01357,2024-07-25,Delivered,154.1
ORD01358,2024-09-26,Delivered,141.89
ORD01359,2025-03-27,Delivered,118.42
ORD01360,2025-02-19,Delivered,136.44
ORD01361,2025-01-30,Delivered,23.14
ORD01362,,N/A,163.9
ORD01363,2025-01-26,Delivered,27.78
ORD01364,2025-05-05,Delivered,69.73
ORD01365,2025-02-16,Delivered,78.09
ORD01366,,N/A,196.68
ORD01367,2024-11-02,Delivered,142.97
ORD01368,2024-09-30,Delivered,49.34
ORD01369,2024-07-19,Delivered,25.69
ORD01370,2025-06-06,Delivered,180.61
ORD01371,2024-08-03,Delivered,156.21
ORD01372,2024-11-19,Delivered,37.95
ORD01373,2024-11-09,Delivered,86.53
ORD01374,2024-09-28,Delivered,132.82
ORD01375,2025-04-19,Delivered,112.36
ORD01376,,N/A,159.7
ORD01377,,N/A,33.25
ORD01378,2025-05-27,Delivered,166.58
ORD01379,2024-07-08,Delivered,109.57
ORD01380,2025-03-17,Delivered,132.4
ORD01381,,N/A,142.06
ORD01382,,N/A,84.85
ORD01383,2024-09-23,Delivered,196.81
ORD01384,2025-02-11,Delivered,141.76
ORD01385,2024-12-07,Delivered,115.52
ORD01386,,N/A,148.91
ORD01387,2024-12-14,Delivered,145.11
ORD01388,2025-04-07,Delivered,129.1
ORD01389,2024-11-28,Delivered,126.18
ORD01390,2025-03-19,Delivered,199.39
ORD01391,2025-01-13,Delivered,141.84
ORD01392,2025-04-12,Delivered,125.65
ORD01393,,N/A,45.73
ORD01394,2024-10-28,Delivered,169.12
ORD01395,,N/A,78.4
ORD01396,,N/A,112.51
ORD01397,2024-11-18,Delivered,129.57
ORD01398,2025-01-31,Delivered,28.12
ORD01399,,N/A,106.09
